Sven Pulsar	/artist/1308:Sven-Pulsar	man	Duitsland	DJ	techhouse, techno			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/sven-pulsar', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/111151575578272'}
Sacha Cassar								
http://1.1								
Cosmic Assault								
Boski:r								
freedomB								
Dankle								
Alex Ktundf								
Andrew James Gustav	/artist/102102:Andrew-James-Gustav	man	Verenigd Koninkrijk	DJ				{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/andrewjgustav', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/100003340674852'}
Sorin Simon								
Beta	/artist/78057:Beta-Brothers	man	België	DJ, groep	drum & bass, jump			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/betabrothers', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/339085986181234'}
E-dward!								
Florent Cakiq								
Digital Pilgrimz								
SoundByte								
Kostya Outta								
M_tch								
Sin Morera	/artist/102388:Sin-Morera	man	Verenigde Staten	DJ	house	http://www.sinmorera.com/		{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/sin-morera', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/139168950613', 'twitter': 'https://partyflock.nlhttps://twitter.com/SinMorera'}
Mihak								
Exander								
Oktay	/artist/47094:Sakamaka	man	Nederland	DJ, live act	house, minimal, techno			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/sakamaka', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/347708838576447'}
Reece Johnson								
Victor Kiswell								
Noi	/artist/80997:Kid-Noize	man	België	DJ	club	http://www.kidnoize.com/		{'youtube': 'https://partyflock.nlhttps://www.youtube.com/channel/UCLTRZ13sJZbHQMHbCFd8dUA', 'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/kidnoizeworld', 'instagram': 'https://partyflock.nlhttps://www.instagram.com/kidnoizeworld/', 'spotify': 'https://partyflock.nlhttps://open.spotify.com/artist/1nSBihjWQgnAwxnd65XPdN', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/211199082287', 'twitter': 'https://partyflock.nlhttps://twitter.com/kidnoizeworld'}
Masisty								
Logea								
Justin Side								
Marco Ares								
Leonce	/artist/103529:Leonce	man	Verenigde Staten	DJ, producer				{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/djleoatl', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/960742214004480', 'twitter': 'https://partyflock.nlhttps://twitter.com/Leonce'}
Submerge	/artist/74157:Submerge	man	Verenigde Staten	live act	techno		http://dancefield.com/	{'youtube': 'https://partyflock.nlhttps://www.youtube.com/user/impactmechanics', 'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/submerge', 'itunes': 'https://partyflock.nlhttp://itunes.apple.com/artist/submerge/id283983597', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/95437673685', 'twitter': 'https://partyflock.nlhttps://twitter.com/submerge101'}
Céline	/artist/121012:Itts-Celine	vrouw	Nederland	DJ	techno			{}
Maarten Goetheer	/artist/100181:Maarten-Goetheer	man		DJ		https://www.maartengoetheer.com		{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/maartengoetheer', 'instagram': 'https://partyflock.nlhttps://www.instagram.com/maartengoeth/', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/1507454266151887', 'twitter': 'https://partyflock.nlhttps://twitter.com/M_G_Goetheer'}
Pedestrian	/artist/63744:Pedestrian	man	Verenigd Koninkrijk	DJ	2step, dubstep, garage, house, techno			{'youtube': 'https://partyflock.nlhttps://www.youtube.com/channel/UCBTegYbDPTUzyN1BlgT2ROQ', 'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/pedestriansound', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/153474914702820'}
Odscure								
Triptych	/artist/81154:TripTych	man	Verenigd Koninkrijk	DJ				{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/triptychmusic'}
Dominik B. Funk								
JCL	/artist/90096:J-Clever			DJ	dubstep			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/j-clever'}
Kai Vice								
Lavender Fields								
Jobi								
Elderbrook	/artist/103184:Elderbrook	man	Verenigd Koninkrijk	live act, 1 × DJ				{'instagram': 'https://partyflock.nlhttps://www.instagram.com/_elderbrook/', 'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/elderbrook', 'spotify': 'https://partyflock.nlhttps://open.spotify.com/artist/2vf4pRsEY6LpL5tKmqWb64', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/286738914782399', 'twitter': 'https://partyflock.nlhttps://twitter.com/_elderbrook'}
Erdbeerschnitzel	/artist/69715:Erdbeerschnitzel	man	Duitsland	live act, DJ	eclectic, house			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/erdbeerschnitzel/', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/21704037809'}
WebNoiseArt								
DJ Majesty								
Sebastian Golabek								
Agey								
Moods2Moove								
Fog Puma								
Kids At The Turntable	/artist/69389:Kids-at-the-Turntable	man	België	DJ, groep	electro, house, minimal, techno			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/kidsattheturntable', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/137900016834'}
Rob Shields	/artist/59343:Statelapse	man	Verenigd Koninkrijk	DJ	breakbeat, dubstep	http://underground-music.co.uk/		{}
Anie Tera								
Luiz DePalma								
Daniel Derek								
Rafael Portelada								
Su Na								
Jordan (UK)								
Nicolas Barnes								
Leo Blanco								
Julian Garces								
Sphera								
Quartz	/artist/94276:Quartzlocker	man	Frankrijk	DJ	industrial hardcore, noise, techno			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/djquartzlocker', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/193044102440'}
Kevin Kendall								
Mad Brother	/artist/58106:Madhouse-Brothers	man	Spanje	DJ, live act, groep	hardtechno, industrial hardcore, schranz			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/madhousebrothers', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/267231442838', 'twitter': 'https://partyflock.nlhttps://twitter.com/MadhouseBros'}
Lubrano								
Mike Heymans								
Ronald Alexander								
Miss Sunshine	/artist/13933:Miss-Sunshine	vrouw	Kroatië	DJ	house, progressive trance, techhouse, techno			{}
