pvl	/artist/36409:PVL	man	Nederland	DJ	classics, early hardcore, oldschool			{}
B3								
Sun Control Species	/artist/38900:Sun-Control-Species	man	Australië	live act, producer	goa, progressive trance			{}
Nils Hess								
Franco Virgilio								
Chris Vega								
Amberoom	/artist/108097:Amberoom	man	Duitsland					{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/amberoom', 'instagram': 'https://partyflock.nlhttps://www.instagram.com/amberoommusic/', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/226195374410109', 'twitter': 'https://partyflock.nlhttps://twitter.com/Amberoom_Music'}
Ivan Medved								
Concret	/artist/95586:Concret	man	Mexico	DJ, groep				{'youtube': 'https://partyflock.nlhttps://www.youtube.com/user/diegoangelicoescobar', 'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/concretmusic', 'spotify': 'https://partyflock.nlhttps://open.spotify.com/artist/4fo11B8PhiR1qubKaESLNb', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/542956755790227', 'instagram': 'https://partyflock.nlhttps://www.instagram.com/concretmusic/'}
Diego Sánchez								
Moevalith								
Mynationshit								
Adam Taylor	/artist/120094:While-She-Sleeps	man	Verenigd Koninkrijk	band	rock	https://www.whileshesleeps.com		{'youtube': 'https://partyflock.nlhttps://www.youtube.com/channel/UCkMYR1Nerqm5U6LQZpayMhg', 'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/while-she-sleeps-official', 'instagram': 'https://partyflock.nlhttps://www.instagram.com/whileshesleeps/', 'spotify': 'https://partyflock.nlhttps://open.spotify.com/artist/38LdIuxB548zgHoEY2AN7a', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/244076024420', 'twitter': 'https://partyflock.nlhttps://twitter.com/whileshesleeps'}
LAWBF								
Exic								
Patrick Vano	/artist/75968:Patrick-Vano	man	Duitsland	DJ, producer	techhouse, techno			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/patrickvano', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/113354688744646'}
George V								
Miranda Castillo								
Sean Scott	/artist/79498:5ive	man	Verenigd Koninkrijk	band	pop			{'youtube': 'https://partyflock.nlhttps://www.youtube.com/user/FiveVEVO', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/418009254932369', 'spotify': 'https://partyflock.nlhttps://open.spotify.com/artist/6rEzedK7cKWjeQWdAYvWVG', 'twitter': 'https://partyflock.nlhttps://twitter.com/official5ive', 'instagram': 'https://partyflock.nlhttps://www.instagram.com/5iveofficial/'}
Alexxei n Nig								
Bookworms								
R.A.N.								
DJ Rambo								
Jo Mills	/artist/1652:Jo-Mills	vrouw		DJ				{}
Lance Harrison								
Mathias Birnbaum								
NoiDoi	/artist/66082:NoiDoi	man	Roemenië	DJ, producer, groep	deephouse, house, techhouse	http://www.sunrise.ro/		{}
Furthersoul								
Romero & Jauregui	/artist/39871:Nicky-Romero	man	Nederland	DJ	EDM	https://www.nickyromero.com/		{'youtube': 'https://partyflock.nlhttps://www.youtube.com/nickyromerotv', 'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/nickyromero', 'twitter': 'https://partyflock.nlhttps://twitter.com/nickyromero', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/153464388031637', 'spotify': 'https://partyflock.nlhttps://open.spotify.com/artist/5ChF3i92IPZHduM7jN3dpg', 'itunes': 'https://partyflock.nlhttps://itunes.apple.com/artist/nicky-romero/id285266258', 'instagram': 'https://partyflock.nlhttps://www.instagram.com/nickyromero/'}
Sam Ellwood								
Kyle WEC								
Patrizio Gabrielli								
Säkhø								
D-Side	/artist/116186:D-Sides	man	Mexico	DJ	EDM			{'youtube': 'https://partyflock.nlhttps://www.youtube.com/channel/UCs4SeMBtAwUD_dxbeibnY5A', 'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/iamdsides', 'instagram': 'https://partyflock.nlhttps://www.instagram.com/iamdsides/', 'spotify': 'https://partyflock.nlhttps://open.spotify.com/artist/5vakO9fG4OZarrMqZlXbcl', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/100000124587826', 'twitter': 'https://partyflock.nlhttps://twitter.com/iamdsides'}
ACidDC	/artist/72542:ACidDC	man	België	DJ	acid, techno			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/aciddc', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/112913478722241'}
Camilla Green								
Kawabata	/artist/92605:Yu-Kawabata	vrouw	Japan	DJ	techno			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/yukawabata', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/100000552792615', 'twitter': 'https://partyflock.nlhttps://twitter.com/_u___'}
Nors								
Kosmik	/artist/33318:Kosmik	man	België	DJ	electro, jump, progressive trance, retro, trance			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/dj-kosmik', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/128585653872320'}
Jimpy								
Danny Senni								
Patrick Gibin aka Twice								
Rookas								
Cristian Manolo								
René Antoine								
Calma	/artist/121197:Calmani-and-Grey	man	Duitsland	DJ, groep	house	https://www.calmaniandgrey.com/		{'youtube': 'https://partyflock.nlhttps://www.youtube.com/channel/UCsn6GxCDaBKXIxf-ePFoizA', 'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/calmani-grey', 'instagram': 'https://partyflock.nlhttps://www.instagram.com/sebastian.wernke.schmiesing/', 'spotify': 'https://partyflock.nlhttps://open.spotify.com/artist/1mhqV3TKErQZb0mZDaR0Xo', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/1394879157463764', 'twitter': 'https://partyflock.nlhttps://twitter.com/CalmaniandGrey'}
Being (UK)								
Pascal Mollin								
Recall 8	/artist/32013:Recall-8							{}
Edo Salgado	/artist/6539:Edo-Salgado	man	Nederland	DJ				{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/edo-s'}
Paul Cut	/artist/100472:Cut-Snake	man	Australië	DJ, groep	deephouse, house, techhouse	http://www.cutsnake.com/		{'youtube': 'https://partyflock.nlhttps://www.youtube.com/user/CutSnakeMusic', 'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/cutsnake', 'spotify': 'https://partyflock.nlhttps://open.spotify.com/artist/5z7jsdhxqvsOxzZxfVF236', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/212288368876476', 'instagram': 'https://partyflock.nlhttps://www.instagram.com/cutsnake/'}
Zambon	/artist/62696:Zambon	man	Polen	DJ, live act	deephouse, house, techhouse, techno			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/zambon', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/1548264529'}
Trace Hazen								
Jojo Angel								
Sysex500								
Fake	/artist/119731:Fake-Tits	man	Nederland	live act, groep		http://www.faketits.nl/		{'facebook': 'https://partyflock.nlhttps://www.facebook.com/483702162097081', 'instagram': 'https://partyflock.nlhttps://www.instagram.com/faketits.nl/'}
Red|-_-|box								
Schreb								
Nasser Baker	/artist/81389:Nasser-Baker	man	Verenigde Staten	DJ				{'soundcloud': 'https://partyflock.nlhttp://www.Soundcloud.com/nasserbaker', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/152500621626384', 'twitter': 'https://partyflock.nlhttp://www.Twitter.com/nasserbaker'}
DJ M-TRAXXX								
Galoppierende Zuversicht								
Jodadj								
Stereolab	/artist/119539:Stereolab	mix	Verenigd Koninkrijk	band	alternative pop, pop	http://stereolab.co.uk/		{'youtube': 'https://partyflock.nlhttps://www.youtube.com/channel/UCRUe8cfECb_SNa-Y15Z4EZw', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/14472182294', 'spotify': 'https://partyflock.nlhttps://open.spotify.com/artist/3Rj0tDHoX7C5NFq5DKIpHt', 'instagram': 'https://partyflock.nlhttps://www.instagram.com/stereolabgroop/'}
Okzharp								
Joe Ransom								
Alex Ex								
Stefano Lot								
MVRX	/artist/66572:MVRX	man	Nederland	DJ	techhouse, techno			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/MVRX', 'twitter': 'https://partyflock.nlhttps://twitter.com/MVRXmusic'}
João Ferraz								
Rafa de Benito								
