Real J.								
Tomson	/artist/53146:Vampire-Weekend	man	Verenigde Staten	band, groep	classical, new wave, punk	http://www.vampireweekend.com/		{'itunes': 'https://partyflock.nlhttps://itunes.apple.com/nl/artist/vampire-weekend/259437105?app=music&ign-mpt=uo%3D4', 'twitter': 'https://partyflock.nlhttps://twitter.com/vampireweekend', 'spotify': 'https://partyflock.nlhttps://open.spotify.com/artist/5BvJzeQpmsdsFp4HGUYUEx', 'youtube': 'https://partyflock.nlhttps://www.youtube.com/user/VampireWeekendVEVO', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/146487481057'}
KWR								
Martsman	/artist/41873:Martsman	man	Duitsland	DJ	drum & bass	http://www.martsman.de/		{}
Dartek								
Luke Hazell								
Kessa	/artist/94551:Kessa	man	Nederland	DJ	deephouse, EDM, electro, future house, hardstyle, house, progressive trance			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/ceesconijn', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/100002884071113'}
BARK	/artist/50:Maestro	man	Nederland	DJ	funk, latin, soulful house	http://musicadimaestro.com/		{'facebook': 'https://partyflock.nlhttps://www.facebook.com/634699548'}
Sir Monocular								
Andrea Rondilone								
Little Hado								
Chroma	/artist/111735:Chromatone	man	Australië	DJ	psytrance, trance		http://zero1-music.com/	{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/chromatone_psy', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/188038341243417'}
Emil Seidel								
Nick Galemore								
Danny Panagiotou								
Alvaro Marquez								
Zombie Nation	/artist/3309:Zombie-Nation	man	Duitsland	live act, DJ	techno	http://www.zombienation.com/		{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/zombie-nation', 'twitter': 'https://partyflock.nlhttps://twitter.com/zombienation', 'youtube': 'https://partyflock.nlhttps://www.youtube.com/zombienation1', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/10608761782'}
Ayhan								
EFFENEM								
A&M;	/artist/118360:A-Local-Hero	man	België	DJ	house			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/alocalhero', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/278880159394244'}
Qwanah								
Easy Changes								
Darren Judge								
Feyser								
Terekoff	/artist/82811:Terekoff	man	Rusland	DJ	house, minimal, techno			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/terekoff', 'twitter': 'https://partyflock.nlhttps://twitter.com/arty838'}
Dyme	/artist/10082:Dymesto	man	Nederland	MC				{}
Torin Edmond								
Dean Mickoski								
Mandle								
Cem G								
Alex Karios								
4E								
Ghek								
Ori Moto								
Shanghai Burton								
Sahar	/artist/91733:Vini-Vici	man	Israël	live act, groep	progressive trance, psytrance, trance			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/vinivicimusic', 'youtube': 'https://partyflock.nlhttps://www.youtube.com/user/ViniViciMusic', 'spotify': 'https://partyflock.nlhttps://open.spotify.com/artist/29zsVzEH33dD5QqxeL8dvy', 'instagram': 'https://partyflock.nlhttps://www.instagram.com/vinivicimusic/', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/520989797980154'}
Myles Mears								
Panayotee								
Newbie Nerdz								
Raffi	/artist/113033:Raffi	man	Nederland	MC				{'instagram': 'https://partyflock.nlhttps://www.instagram.com/mc.raffi/'}
Vitrion								
Sebastien Bromberger								
Bageera								
Allan Banford								
Davidson Ospina								
Juli Holz								
Mr. Slide	/artist/9473:Mr-Slide	man	Nederland	DJ	breakbeat, groove, house, techno			{}
Morteza Minouei								
Eda	/artist/92502:Edann	man	Aruba	DJ	deephouse, techno			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/edannd', 'twitter': 'https://partyflock.nlhttps://twitter.com/edanndabian', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/830330533'}
Cody P.								
Emil Chang								
Mayo 89								
