INIT (2)								
ANTiCLiMAX								
Matt Ashley								
David AKZ								
Bourne van gello								
K-Mol								
Unity Sound								
Public Affairs	/artist/69390:Public-Affairs	man	België	DJ, groep	electro, house, progressive trance, techhouse			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/publicaffairsdjs', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/367807060021'}
Malek	/artist/104207:Reza	man	Nederland	MC				{'instagram': 'https://partyflock.nlhttps://www.instagram.com/rezaskills/', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/100003204634368'}
Felizol & The Boy								
Otik								
Jonnie Sparko								
Chelioz								
Harry Schaffer								
Warbgasm								
Pizza Amore								
Sestrica								
TolisQ								
Miss Italia								
Federico Ambrosi								
Simone Liberali	/artist/102193:Simone-Liberali	man	Italië	DJ	techhouse			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/simone-liberali', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/590844137626129'}
Allum								
Female	/artist/94541:Female-Fusion	vrouw	Nederland	live act		http://www.femalefusion.nl/		{'facebook': 'https://partyflock.nlhttps://www.facebook.com/1434350500219539'}
Lokokos								
Paul Cairo	/artist/65466:Paul-Cairo	man	Nederland	DJ	techno			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/paulcairo', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/313388768697024'}
Danilo Dan	/artist/48056:Motor-City-Drum-Ensemble	man	Duitsland	DJ	disco, funk, groove, house	http://www.motorcitydrumensemble.com/		{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/invrs', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/136356736910'}
Mike Emvee								
Will Eastman								
From August Five								
Confect	/artist/31343:Miss-Confect	vrouw	Duitsland	DJ	darkcore, hardcore			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/tina-anders-miss-confect', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/344449295580888'}
Tonka	/artist/65995:Tonka	man	Duitsland	DJ, producer		http://www.djtonka.de/	http://www.mfm-booking.de/	{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/tonka'}
Mixstah								
Audioholic								
Yoske								
