Twisted Pear								
Bassart								
Rebecca Goldberg								
Converge+	/artist/117237:Converge	man	Verenigde Staten	band	hardcore punk, metal, punk	https://www.convergecult.com/		{'itunes': 'https://partyflock.nlhttps://itunes.apple.com/nl/artist/converge/15405383', 'youtube': 'https://partyflock.nlhttps://www.youtube.com/channel/UCQH3-LheW109oRm0f4JatDg', 'spotify': 'https://partyflock.nlhttps://open.spotify.com/artist/7kHzfxMLtVHHb523s43rY1', 'instagram': 'https://partyflock.nlhttps://www.instagram.com/converge/', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/90157815928'}
Stevie R	/artist/113831:Stevie-R	man	Griekenland	live act	experimental, psytrance, techno	http://stevier.net/		{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/stevie-r', 'itunes': 'https://partyflock.nlhttps://itunes.apple.com/artist/stevie-r/id424313741', 'youtube': 'https://partyflock.nlhttps://www.youtube.com/user/Stevi3R', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/1213341801'}
Gloria Fock								
Zendid	/artist/101024:Zendid	man	Frankrijk	DJ, groep				{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/zendid', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/1477439072467965'}
Ozen								
Adonis	/artist/100622:Adonis-Jones	man	Nederland	DJ				{}
Skiver								
Ocsid Werks								
Tarlouf x	/artist/43426:Tarlouf-X	man	Frankrijk	DJ				{}
Adrian Rodriguez								
Swart	/artist/106852:Bonnie-St-Claire	vrouw	Nederland	zangeres	pop	http://www.bonniestclaire.nl/	http://talent-agency.nl/	{'spotify': 'https://partyflock.nlhttps://open.spotify.com/artist/4241gEqmLtq8iCZybFquzK', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/258122144227891'}
Jack Applewith								
Melchior Bachmann								
Iain Mac								
Yaeli								
Ryan Selsdon								
Martin Brunner								
Rù (DJ)								
Raffaele Chinaglia								
Severn Beach								
Asia Argento								
Dan Cristian								
Antonio Odoriko Nogueira								
Canvas								
TMCITK								
808INK								
Madame Excuse								
Dean Benson								
TechNico (2)								
Salvo Riggi								
DFI								
Florian Rietze	/artist/102834:Florian-Rietze	man	Duitsland	DJ				{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/florianrietze', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/350603108283132'}
Atréju Mensah								
Rowlanz								
DJ Batty								
Blaq Soul								
Kingston19								
Mary Romero								
Rydim	/artist/100735:Rydim	man	Duitsland	DJ	house, techno	http://www.rydim.eu/		{'facebook': 'https://partyflock.nlhttps://www.facebook.com/131829823674499'}
Robert D.								
Chiqito (1)								
BUØY								
Donal Mooney								
Bumbac Joe								
Brandon Heinz								
Dan Sterry								
Glasser								
Eric de Guzman								
Simone De Biasio								
Koven	/artist/74825:KOVEN	mix	Verenigd Koninkrijk	DJ, groep	drum & bass, dubstep, electro, house		http://primarytalent.com/	{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/kovenuk', 'twitter': 'https://partyflock.nlhttps://twitter.com/kovenuk', 'youtube': 'https://partyflock.nlhttps://www.youtube.com/user/KovenUKMusic', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/346845525349823'}
Matt Young	/artist/84558:Nihil-Young	man	Italië	DJ	acid, electro, house, minimal, techhouse, techno	http://www.nihilyoung.com/		{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/nihil-young', 'youtube': 'https://partyflock.nlhttps://www.youtube.com/user/nihilyoung', 'instagram': 'https://partyflock.nlhttps://instagram.com/nihilyoung/', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/96124931973'}
Duprat								
Diego Celi								
Juan Diego Llanos								
Mr Moore	/artist/48406:Mr-Moore	man	België	DJ	classics, electro, house, techno			{}
Sin-Drøne								
Ernest Storga								
Jeremy Casella								
Alessio Messina								
No Else								
Aleksandre Banera								
Sevenbeatz								
Sons of Melody								
Iban Reus								
Aahan								
Christoph Mertsch	/artist/112784:Max-and-Moritz	man	Duitsland	DJ, groep	deephouse, house, techhouse, techno			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/moritzundmax', 'spotify': 'https://partyflock.nlhttps://open.spotify.com/artist/2vtLdykoL3tMdKHykQNfiE'}
Sherwee								
bilaliwood								
BK	/artist/1238:BK	man	Verenigd Koninkrijk	DJ, producer	hardhouse			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/bksound', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/22889909609'}
InsaniTy	/artist/107819:Insanity	man	Nederland	DJ, groep	uptempo hardcore			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/insanity-uptempo', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/153516381962349'}
Eric Paquet								
Shriekin								
Mix Architekt								
Mudd & Pollard	/artist/58334:Mudde	man	Nederland	DJ, MC, live act	2step, dubstep, garage, house, techno			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/mudde', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/722969394'}
Jonathan Meyer								
Yellow Light								
Ryan Dupree								
Pash Ostovar								
Mjutah								
Sado Opera	/artist/82596:Sado-Opera	mix	Rusland	show, groep		http://www.sado-opera.com/		{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/sado-opera/', 'youtube': 'https://partyflock.nlhttps://www.youtube.com/user/russianpierrot', 'spotify': 'https://partyflock.nlhttps://open.spotify.com/artist/5B2HLv6QtpBXFFav0J82xW', 'instagram': 'https://partyflock.nlhttps://instagram.com/sadoopera', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/650345871673349'}
Reform	/artist/74082:Reform	man	Verenigd Koninkrijk	DJ	hardcore			{}
Scalawag								
