DJ Ruxpin								
Paulin	/artist/120719:Namdose	man	Frankrijk	band	indie rock			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/namdose', 'spotify': 'https://partyflock.nlhttps://open.spotify.com/artist/1FerAvrWdeDrHoQVK1Dxrx?nd=1', 'youtube': 'https://partyflock.nlhttps://www.youtube.com/channel/UCddUxL1-mo-vOGvb8KukbUg', 'instagram': 'https://partyflock.nlhttps://www.instagram.com/namdosemusic/', 'twitter': 'https://partyflock.nlhttps://twitter.com/Namdose1', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/1930032460425891'}
Asaf Samuel	/artist/99642:Asaf-Samuel	man	Israël	DJ				{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/asaf-samuel', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/298817244062683'}
Vergil	/artist/106660:Gabriella-Vergilov	vrouw	Bulgarije	DJ, zangeres				{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/gabriellavergilov', 'instagram': 'https://partyflock.nlhttps://www.instagram.com/gabriellavergilov/', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/383253005176446'}
Willie Burns	/artist/81763:Willie-Burns	man	Verenigde Staten	DJ	house, techno		http://www.octopus-agents.com/	{}
Rhadow	/artist/65115:Rhadow	man	Roemenië	DJ	deephouse, house, techhouse			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/rhadow', 'youtube': 'https://partyflock.nlhttps://www.youtube.com/user/rorhadow'}
Soundex Phonetic								
Keisuke Miura								
DJ Rosario								
Levi Stubbs (2)								
DJ Mets								
Miles ØD								
Parker Chase								
DJ Nastanet								
Interface	/artist/116573:Interface	man	België	DJ	deephouse, techno			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/dj_interface', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/441527839322795'}
Sebastian Kreikemeier	/artist/72929:Sebastian-Kreikemeier	man	Duitsland	DJ				{}
Sykes	/artist/100361:Sykes	man	Nederland	DJ	house			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/mike_everling', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/638839242862514'}
Aso Ani								
AKA VILLA								
Alfredo Ramos								
Velasco	/artist/116527:Kevin-Roldan	man	Colombia	zanger	dancehall, hip hop, reggae, urban			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/kevin-roldan-3', 'spotify': 'https://partyflock.nlhttps://open.spotify.com/artist/1RBzGO6Nm3uyhUSxP7EDWO', 'youtube': 'https://partyflock.nlhttps://www.youtube.com/channel/UCJWHRrKVPuOz-aUrfkO1dpQ', 'instagram': 'https://partyflock.nlhttps://www.instagram.com/kevinroldankr/', 'twitter': 'https://partyflock.nlhttps://twitter.com/KEVINROLDAN', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/254818726555'}
Mark Hoare								
Louise Plus One								
KEITA SANO								
Jonboy								
Manny Suarez								
Metro Tokyo								
Sebastian Flek								
Maralina David	/artist/74587:Maralina-David	vrouw	Duitsland	DJ				{'twitter': 'https://partyflock.nlhttps://twitter.com/maralinadavid'}
Cosmic Sans	/artist/104705:Cosmic-Sans	man	Nederland	DJ, groep	disco, house, italo, new wave			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/cosmicsansams', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/1463561100393153'}
