Puce	/artist/110097:Puce-Mary	vrouw	Denemarken	live act				{'spotify': 'https://partyflock.nlhttps://open.spotify.com/artist/2ctwc8mjxxPLK9dbn6jjp6', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/1999927550033937'}
Baterista								
Apollo Krieg								
Shadi Megallaa								
David Garda								
Audio Pit								
Perception	/artist/106515:High-Perception	man	Duitsland	DJ	darkpsy, experimental, psytrance			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/highperception', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/772773449479260'}
KPT	/artist/100134:KPTN-CLASSIC		Nederland	DJ				{}
Tom & Jarrod	/artist/54419:Tom-Liem	man	Nederland	DJ	house, minimal, techhouse, techno			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/tomliem', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/285373074897095'}
Catkin								
Spodos								
Papyrus								
Rikki Newton								
Estroe	/artist/275:Estroe	vrouw	Nederland	DJ	house, techhouse, techno	http://www.estroe.com/	http://www.i-doubleyou.com/	{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/estroe', 'itunes': 'https://partyflock.nlhttp://itunes.apple.com/artist/estroe/id200738478', 'youtube': 'https://partyflock.nlhttps://www.youtube.com/djestroe', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/630166678'}
Dan M	/artist/59492:Antispin	man	Verenigd Koninkrijk	DJ, live act	psytrance			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/antispin', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/127634420583361'}
Celice Monnette								
Mauoq								
Filipe Skull								
Gaunt	/artist/85097:Serum	man	Verenigd Koninkrijk	DJ	drum & bass			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/serum', 'twitter': 'https://partyflock.nlhttps://twitter.com/serumdnb', 'youtube': 'https://partyflock.nlhttps://www.youtube.com/user/SerumDnb', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/130283960334654'}
Magneto	/artist/117000:Magnetoceptia	vrouw	Nederland	live act, groep				{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/magnetoceptia', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/2045580322388234'}
Deviant	/artist/72034:Deviant	man	België	DJ	french tek, techno			{'facebook': 'https://partyflock.nlhttps://www.facebook.com/422110667854727'}
Bob Povey								
Home Boy								
Tig	/artist/97768:Poley-Tight	man	Oostenrijk	DJ	industrial hardcore, raw hardstyle, terror			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/poleytight', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/138550909581482'}
ArtSaves								
Soulnuage								
Evan Michael								
Bruno ML								
Bloody Disco								
LOSO	/artist/21849:Losoul	man	Duitsland	DJ, live act	house, minimal, techhouse, techno			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/losoul', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/127066756261'}
el Franc	/artist/92601:el-Papito	man	Colombia	MC, rapper, dans	bachata, boogie, breakbeat, cumbia, dancehall, dirty house, dubstep, eclectic, electro, hip hop, house, kizomba, merengue, oldschool, r&b, reggaeton, salsa, urban			{'facebook': 'https://partyflock.nlhttps://www.facebook.com/717684663'}
Martina Topley Bird								
Phil Keller								
Formation Boyz								
Sensorica								
Daniel Gomez	/artist/65814:Danny-Daze	man	Verenigde Staten	DJ	deephouse, house, techhouse			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/dannydaze', 'twitter': 'https://partyflock.nlhttps://www.twitter.com/dannydaze', 'youtube': 'https://partyflock.nlhttps://www.youtube.com/user/FreakShowHoe', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/158911390832200'}
Joe Foxton								
Sean Innit								
EdFaber								
Isaac Prieto								
Riccelli								
onefifteen								
NuAge								
Plastic Sound								
Six Danyel Six								
DJ Reaktion								
Marius Våreid								
Love Deluxe								
Rote Grütze								
Aram Chapers								
MNIOK								
Rhythm Logistics	/artist/19720:Rhythm-Logistics	man	Verenigd Koninkrijk	DJ	acidtechno, techno			{}
The Hunger								
Skatramp								
JonMon								
Angel AKAos	/artist/107559:Angel-AKAOS	vrouw	Verenigd Koninkrijk	DJ	acidcore, experimental, hardcore, noise, speedcore, splittercore, techno, terror			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/angelakaos', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/1815034638'}
Soltice								
Junia Ovadose								
Finn Casey								
Mark Lippert								
Chicuss								
