artist_name	gender	event_id	date	venue_namevenue_id	city	country
[a]pendics.shuffle	Male	73542	2008-11-29T00:00			
[a]pendics.shuffle	Male	76062	2008-12-06T00:00			
[a]pendics.shuffle	Male	75139	2008-12-31T00:00			
[a]pendics.shuffle	Male	20696	2007-03-17T00:00			
[a]pendics.shuffle	Male	23757	2007-05-11T00:00			
[a]pendics.shuffle	Male	24519	2007-05-26T00:00			
[a]pendics.shuffle	Male	31374	2007-09-22T00:00			
[a]pendics.shuffle	Male	33917	2007-11-05T00:00			
[a]pendics.shuffle	Male	15177	2006-09-14T00:00			
[a]pendics.shuffle	Male	17118	2006-11-02T00:00			
[a]pendics.shuffle	Male	17273	2006-11-11T00:00			
[a]pendics.shuffle	Male	16699	2006-11-18T00:00			
[a]pendics.shuffle	Male	17869	2006-12-02T00:00			
[a]pendics.shuffle	Male	18377	2006-12-20T00:00			
are:age	Male	916345	2017-01-20T00:00			
are:age	Male	995724	2017-08-05T00:00			
are:age	Male	1034651	2017-12-08T00:00			
are:age	Male	796724	2016-02-06T00:00			
are:age	Male	820683	2016-04-09T00:00			
are:age	Male	854477	2016-07-09T00:00			
are:age	Male	872797	2016-09-09T00:00			
are:age	Male	885035	2016-10-08T00:00			
are:age	Male	906418	2016-11-09T00:00			
are:age	Male	692562	2015-03-14T00:00			
are:age	Male	699606	2015-04-04T00:00			
are:age	Male	709121	2015-05-09T00:00			
are:age	Male	686556	2015-05-16T00:00			
are:age	Male	730616	2015-07-17T00:00			
are:age	Male	720597	2015-07-18T00:00			
are:age	Male	758526	2015-10-23T00:00			
are:age	Male	767020	2015-11-14T00:00			
are:age	Male	778879	2015-12-04T00:00			
are:age	Male	554263	2014-01-18T00:00			
are:age	Male	679090	2014-01-29T00:00			
are:age	Male	572504	2014-03-08T00:00			
are:age	Male	600575	2014-06-14T00:00			
are:age	Male	637354	2014-10-11T00:00			
are:age	Male	650454	2014-11-01T00:00			
are:age	Male	655341	2014-12-06T00:00			
are:age	Male	437731	2013-01-18T00:00			
are:age	Male	447299	2013-02-16T00:00			
are:age	Male	461323	2013-03-16T00:00			
are:age	Male	455768	2013-03-30T00:00			
are:age	Male	478676	2013-05-11T00:00			
